OrderNumber,OrderType,OrderStatus,OrderDate,ShipDate,DueDate,BillDate,EtaArrivalDate,EarliestShipDate,LatestShipDate,SignatureFlag,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,DepositAmount,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,TotalWeight,ActualWeight,CancelCode,SalesDivision,CustomerSource,Fulfillment Status,Financial Status,AmountRefunded,IsEdi,ShippingCarrier,ShippingClass,MainTrackingNumber,MainReturnTrackingNumber,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,Carton,EndBuyerUserID,EndBuyerName,EndBuyerEmail,ShipToName,ShipToFirstName,ShipToLastName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToAddressLine3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToAddressLine3,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,ShippingCode,WarehouseCode,ShipmentID,DepartmentCode,DivisionCode,Seq,ItemDate,SKU,UPC,CustomerSKU,SKUTitle,LotNum,Description,UOM,PackType,PackQty,PackPrice,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,ShipAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,LotInDate,LotExpDate,DBChannelOrderLineRowID,ItemShippingAmount,ShippingCost,ItemTaxAmount,ItemShippingTaxAmount,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ItemCancelCode,Lineitem fulfillment status,Lineitem taxable,ChannelItemID,EAN,MPN,ExternalBarcode,PodInfo
20260312-13,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Etsy-VS,Etsy VS,,,USD,68.26,,69.63,,,0,0.00,0,0.00,1.37,,,,,,0,,69.63,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,10008,10572,10008-260312-000013,,,,,,,,,Etsy VS,Jamie,Clark,Etsy VS,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90004,Los Angeles,USA,etsy-vs@customers.example.com,(213) 555-1501,Etsy VS,Etsy VS,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90003,Los Angeles,USA,etsy-vs@customers.example.com,(213) 555-1501,,,,,,,2,2026-03-12,AVIANA-06-WHITE-9,,,FUR SLIPPER,,,EA,,,,,,,,2,0,0,2,,14.76,,29.52,29.52,0.00,0.00,29.52,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-14,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Walmart-eComm,Walmart eComm,,,USD,78.51,,82.85,,,0,0.00,0,0.00,4.34,,,,,,0,,82.85,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10002,10566,10002-260312-000014,,,,,,,,,Walmart eComm,Morgan,Lee,Walmart eComm,San Francisco Warehouse,Dock 1,Primary Ship Address,San Francisco,CA,94109,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,Walmart eComm,Walmart eComm,San Francisco Billing Office,Suite 100,Primary Bill Address,San Francisco,CA,94108,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,,,,,,,1,2026-03-12,CORA-01-FUCH-8,,,CROSS FRONT SANDAL,,,EA,,,,,,,,3,0,0,3,,26.17,,78.51,78.51,0.00,0.00,78.51,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-15,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,68.84,,75.54,,,0,0.00,0,0.00,6.70,,,,,,0,,75.54,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260312-000015,,,,,,,,,Veeqo Amazon,Jamie,Clark,Veeqo Amazon,Irvine Warehouse,Dock 1,Primary Ship Address,Irvine,CA,92603,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,Veeqo Amazon,Veeqo Amazon,Irvine Billing Office,Suite 100,Primary Bill Address,Irvine,CA,92602,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,,,,,,,1,2026-03-12,ADELINE-03-BLUE-5.5,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,2,0,0,2,,19.54,,39.08,39.08,0.00,0.00,39.08,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-15,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,68.84,,75.54,,,0,0.00,0,0.00,6.70,,,,,,0,,75.54,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260312-000015,,,,,,,,,Veeqo Amazon,Jamie,Clark,Veeqo Amazon,Irvine Warehouse,Dock 1,Primary Ship Address,Irvine,CA,92603,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,Veeqo Amazon,Veeqo Amazon,Irvine Billing Office,Suite 100,Primary Bill Address,Irvine,CA,92602,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,,,,,,,2,2026-03-12,FA13512DM-1847DPOCN-28-30,,,Angie Stud Bling Pocket Low Rise Skinny Jeans,,,EA,,,,,,,,2,0,0,2,,14.88,,29.76,29.76,0.00,0.00,29.76,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-16,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Squarespace,Squarespace,,,USD,69.74,,72.34,,,0,0.00,0,0.00,2.60,,,,,,0,,72.34,,Rina Patel,Sam Lee,,,,,,,,,,,, , ,,,,,,,20006,10582,20006-260312-000016,,,,,,,,,Squarespace,Jamie,Clark,Squarespace,San Diego Warehouse,Dock 1,Primary Ship Address,San Diego,CA,92108,San Diego,USA,squarespace@customers.example.com,(619) 555-2701,Squarespace,Squarespace,San Diego Billing Office,Suite 100,Primary Bill Address,San Diego,CA,92107,San Diego,USA,squarespace@customers.example.com,(619) 555-2701,,,,,,,1,2026-03-12,CORA-01-YLW-5.5,,,CROSS FRONT SANDAL,,,EA,,,,,,,,1,0,0,1,,69.74,,69.74,69.74,0.00,0.00,69.74,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-17,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Walmart-eComm,Walmart eComm,,,USD,96.82,,114.82,,,0,0.00,0,0.00,18.00,,,,,,0,,114.82,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10002,10566,10002-260312-000017,,,,,,,,,Walmart eComm,Morgan,Lee,Walmart eComm,San Francisco Warehouse,Dock 1,Primary Ship Address,San Francisco,CA,94109,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,Walmart eComm,Walmart eComm,San Francisco Billing Office,Suite 100,Primary Bill Address,San Francisco,CA,94108,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,,,,,,,1,2026-03-12,FA13501DM-1464KINGSC-29-30,,,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,,,EA,,,,,,,,3,0,0,3,,21.94,,65.82,65.82,0.00,0.00,65.82,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-17,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Walmart-eComm,Walmart eComm,,,USD,96.82,,114.82,,,0,0.00,0,0.00,18.00,,,,,,0,,114.82,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10002,10566,10002-260312-000017,,,,,,,,,Walmart eComm,Morgan,Lee,Walmart eComm,San Francisco Warehouse,Dock 1,Primary Ship Address,San Francisco,CA,94109,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,Walmart eComm,Walmart eComm,San Francisco Billing Office,Suite 100,Primary Bill Address,San Francisco,CA,94108,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,,,,,,,2,2026-03-12,ASTRID-01-NUDE-8,,,SLIP ON SNEAKER,,,EA,,,,,,,,1,0,0,1,,31.00,,31.00,31.00,0.00,0.00,31.00,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-18,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Shopify,Shopify,,,USD,99.87,,107.56,,,0,0.00,0,0.00,7.69,,,,,,0,,107.56,,Eli Grant,Dana Ross,,,,,,,,,,,, , ,,,,,,,20001,10580,20001-260312-000018,,,,,,,,,Shopify,Alex,Reed,Shopify,Irvine Warehouse,Dock 1,Primary Ship Address,Irvine,CA,92609,Orange,USA,shopify@customers.example.com,(949) 555-2601,Shopify,Shopify,Irvine Billing Office,Suite 100,Primary Bill Address,Irvine,CA,92608,Orange,USA,shopify@customers.example.com,(949) 555-2601,,,,,,,1,2026-03-12,FA16023WV-MIDNIGHTBLUE-XS-STD,,,Olivia Woven GGT Midnight Blue Kimono Wrap Maxi Dress,,,EA,,,,,,,,3,0,0,3,,12.80,,38.40,38.40,0.00,0.00,38.40,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-18,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Shopify,Shopify,,,USD,99.87,,107.56,,,0,0.00,0,0.00,7.69,,,,,,0,,107.56,,Eli Grant,Dana Ross,,,,,,,,,,,, , ,,,,,,,20001,10580,20001-260312-000018,,,,,,,,,Shopify,Alex,Reed,Shopify,Irvine Warehouse,Dock 1,Primary Ship Address,Irvine,CA,92609,Orange,USA,shopify@customers.example.com,(949) 555-2601,Shopify,Shopify,Irvine Billing Office,Suite 100,Primary Bill Address,Irvine,CA,92608,Orange,USA,shopify@customers.example.com,(949) 555-2601,,,,,,,2,2026-03-12,ADELINE-03-BROWN-5.5,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,3,0,0,3,,20.49,,61.47,61.47,0.00,0.00,61.47,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-19,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Macys,Macys,,,USD,44.67,,62.50,,,0,0.00,0,0.00,17.83,,,,,,0,,62.50,,Dana Ross,Eli Grant,,,,,,,,,,,, , ,,,,,,,30005,10574,30005-260312-000019,,,,,,,,,Macys,Taylor,Kim,Macys,San Francisco Warehouse,Dock 1,Primary Ship Address,San Francisco,CA,94107,San Francisco,USA,macys@customers.example.com,(415) 555-2401,Macys,Macys,San Francisco Billing Office,Suite 100,Primary Bill Address,San Francisco,CA,94106,San Francisco,USA,macys@customers.example.com,(415) 555-2401,,,,,,,1,2026-03-12,FA13501DM-1608BLAU2-30-32,,,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,,,EA,,,,,,,,1,0,0,1,,44.67,,44.67,44.67,0.00,0.00,44.67,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260312-20,1,0,2026-03-12,2026-03-14,2026-04-11,2026-03-12,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,76.52,,86.43,,,0,0.00,0,0.00,9.91,,,,,,0,,86.43,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260312-000020,,,,,,,,,Veeqo Amazon,Jamie,Clark,Veeqo Amazon,Irvine Warehouse,Dock 1,Primary Ship Address,Irvine,CA,92603,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,Veeqo Amazon,Veeqo Amazon,Irvine Billing Office,Suite 100,Primary Bill Address,Irvine,CA,92602,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,,,,,,,1,2026-03-12,FA13501DM-1464KINGSC-29-30,,,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,,,EA,,,,,,,,2,0,0,2,,38.26,,76.52,76.52,0.00,0.00,76.52,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
